"icode","n","min","max","mean","sd","product","meanpsd","meanmsd","code","realm","biome","area"
1,4109912,101.916667,1638.583333,923.549621,142.002217,"inter",1065.551838,781.547404,"AT_1","Afrotropics","Tropical & Subtropical Moist Broadleaf Forests",3493131.82776895
2,236635,544.916667,1519.75,987.469092,73.727956,"inter",1061.197048,913.741136,"AT_2","Afrotropics","Tropical & Subtropical Dry Broadleaf Forests",195296.351029083
3,16678175,396.25,2139.333333,996.021446,123.234013,"inter",1119.255459,872.787433,"AT_7","Afrotropics","Tropical & Subtropical Grasslands, Savannas & Shrublands",14012152.6144706
4,32718,465.666667,1631.5,999.527602,136.6638,"inter",1136.191402,862.863802,"AT_8","Afrotropics","Temperate Grasslands, Savannas & Shrublands",25842.0842717302
5,547700,676.583333,2132.333333,1046.472509,89.284521,"inter",1135.75703,957.187988,"AT_9","Afrotropics","Flooded Grasslands & Savannas",458825.014149343
6,1082136,92.5,1618.5,1090.222139,126.286005,"inter",1216.508144,963.936134,"AT_10","Afrotropics","Montane Grasslands & Shrublands",864245.767747328
7,133341,710.416667,1251.583333,939.206623,55.788266,"inter",994.994889,883.418357,"AT_12","Afrotropics","Mediterranean Forests, Woodlands & Scrub",95863.7234657234
8,3035409,554.916667,1699.333333,1000.0939,149.519883,"inter",1149.613783,850.574017,"AT_13","Afrotropics","Deserts & Xeric Shrublands",2408177.6913716
9,90957,444.583333,1360.916667,922.748453,153.737154,"inter",1076.485607,769.011299,"AT_14","Afrotropics","Mangroves",76880.1227050211
10,182688,696.166667,1330.666667,1031.897529,98.402963,"inter",1130.300492,933.494566,"AT_98","Afrotropics","Lake",155945.223326255
11,15250247,156.916667,3611.142857,1497.360886,381.132851,"inter",1878.493737,1116.228035,"AN_11","Antarctic","Tundra",3224184.7464844
12,1358169,111.75,1719.416667,876.594875,241.011658,"inter",1117.606533,635.583217,"AA_1","Australasia","Tropical & Subtropical Moist Broadleaf Forests",1160342.82886843
13,104288,259.666667,1795.833333,1264.996632,234.108513,"inter",1499.105145,1030.888119,"AA_2","Australasia","Tropical & Subtropical Dry Broadleaf Forests",88348.3176177127
14,1060843,569.75,1634.333333,1122.263786,170.875792,"inter",1293.139578,951.387994,"AA_4","Australasia","Temperate Broadleaf & Mixed Forests",736810.28289232
15,2670428,655.916667,1690.666667,1316.45021,98.232015,"inter",1414.682225,1218.218195,"AA_7","Australasia","Tropical & Subtropical Grasslands, Savannas & Shrublands",2170611.10563935
16,865493,738.666667,1522.25,1209.535594,104.101379,"inter",1313.636973,1105.434215,"AA_8","Australasia","Temperate Grasslands, Savannas & Shrublands",631022.582964559
17,99967,90.166667,1416.25,960.946497,260.325068,"inter",1221.271565,700.621429,"AA_10","Australasia","Montane Grasslands & Shrublands",67647.4404677671
18,1630,442.5,940.333333,665.100204,93.084741,"inter",758.184945,572.015463,"AA_11","Australasia","Tundra",876.391879628791
19,1113014,669.333333,1386.25,1124.962213,68.889655,"inter",1193.851868,1056.072558,"AA_12","Australasia","Mediterranean Forests, Woodlands & Scrub",805435.726597712
20,4626700,808.166667,2195.5,1192.1655,78.979896,"inter",1271.145396,1113.185604,"AA_13","Australasia","Deserts & Xeric Shrublands",3580111.63052413
21,31421,606.583333,1458.833333,973.891633,146.454977,"inter",1120.34661,827.436656,"AA_14","Australasia","Mangroves",26884.7535125501
22,6661401,150.416667,1708.833333,1003.603489,162.08538,"inter",1165.688869,841.518109,"IM_1","IndoMalay","Tropical & Subtropical Moist Broadleaf Forests",5422854.37209134
23,1886721,557.166667,1622.416667,1041.021359,98.896969,"inter",1139.918328,942.12439,"IM_2","IndoMalay","Tropical & Subtropical Dry Broadleaf Forests",1531782.59191699
24,127677,256.083333,1529,1088.161339,153.628779,"inter",1241.790118,934.53256,"IM_3","IndoMalay","Tropical & Subtropical Coniferous Forests",95956.3882790413
25,200216,363,1479.666667,1060.247827,141.126452,"inter",1201.374279,919.121375,"IM_4","IndoMalay","Temperate Broadleaf & Mixed Forests",149970.345753284
26,90962,132.75,1534.916667,1019.019349,182.274354,"inter",1201.293703,836.744995,"IM_5","IndoMalay","Temperate Conifer Forests",67304.1093393582
27,45388,714.416667,1290.333333,1062.101352,74.634975,"inter",1136.736327,987.466377,"IM_7","IndoMalay","Tropical & Subtropical Grasslands, Savannas & Shrublands",34651.8762386551
28,35520,708.666667,2943.5,1059.703643,270.955908,"inter",1330.659551,788.747735,"IM_9","IndoMalay","Flooded Grasslands & Savannas",27965.061625446
29,5088,208.583333,1183.5,672.083726,182.317996,"inter",854.401722,489.76573,"IM_10","IndoMalay","Montane Grasslands & Shrublands",4348.58030785199
30,1396261,605.083333,1575.75,1029.662998,105.326053,"inter",1134.989051,924.336945,"IM_13","IndoMalay","Deserts & Xeric Shrublands",1089110.26176248
31,142941,457.166667,1471.916667,1004.239948,121.313951,"inter",1125.553899,882.925997,"IM_14","IndoMalay","Mangroves",119125.2374617
32,666166,663.166667,1419.166667,1040.037814,117.834972,"inter",1157.872786,922.202842,"PA_1","Palearctic","Tropical & Subtropical Moist Broadleaf Forests",511013.17083952
33,14778591,0,1691.333333,1133.653844,122.68776,"inter",1256.341604,1010.966084,"PA_4","Palearctic","Temperate Broadleaf & Mixed Forests",8693080.70914956
34,2891794,57.833333,1726.333333,1092.856943,145.322075,"inter",1238.179018,947.534868,"PA_5","Palearctic","Temperate Conifer Forests",1713206.30862659
35,24585235,135.666667,1908.833333,1227.559794,136.963471,"inter",1364.523265,1090.596323,"PA_6","Palearctic","Boreal Forests/Taiga",9974753.84803102
36,8286176,313.166667,1850.666667,1188.502745,144.360014,"inter",1332.862759,1044.142731,"PA_8","Palearctic","Temperate Grasslands, Savannas & Shrublands",4720739.03932887
37,526657,433.333333,2956.5,1021.175735,220.01957,"inter",1241.195305,801.156165,"PA_9","Palearctic","Flooded Grasslands & Savannas",338367.403951761
38,4899545,0,1848.666667,1079.683619,133.536164,"inter",1213.219783,946.147455,"PA_10","Palearctic","Montane Grasslands & Shrublands",3392431.64470598
39,13143262,160.5,2563.333333,1306.034078,162.907673,"inter",1468.941751,1143.126405,"PA_11","Palearctic","Tundra",4057181.56827342
40,3015613,409.75,1909.833333,1166.754722,139.18123,"inter",1305.935952,1027.573492,"PA_12","Palearctic","Mediterranean Forests, Woodlands & Scrub",2055581.75529756
41,24050470,125.916667,2505.25,930.015529,197.45464,"inter",1127.470169,732.560889,"PA_13","Palearctic","Deserts & Xeric Shrublands",17403596.330573
42,67273,767.166667,1307.916667,1059.876729,75.157789,"inter",1135.034518,984.71894,"NA_2","Nearctic","Tropical & Subtropical Dry Broadleaf Forests",51094.6339654442
43,375006,854.416667,1643.583333,1236.492053,99.018471,"inter",1335.510524,1137.473582,"NA_3","Nearctic","Tropical & Subtropical Coniferous Forests",289049.53675497
44,4419312,646.916667,1510.333333,1002.260768,84.818586,"inter",1087.079354,917.442182,"NA_4","Nearctic","Temperate Broadleaf & Mixed Forests",2842611.26278819
45,3848773,250.333333,1771.25,1116.423583,105.422412,"inter",1221.845995,1011.001171,"NA_5","Nearctic","Temperate Conifer Forests",2306573.43922857
46,11172313,41.583333,1828,1126.899473,156.943064,"inter",1283.842537,969.956409,"NA_6","Nearctic","Boreal Forests/Taiga",5103136.38558615
47,107349,961,1526.083333,1212.79971,77.22301,"inter",1290.02272,1135.5767,"NA_7","Nearctic","Tropical & Subtropical Grasslands, Savannas & Shrublands",80803.054655962
48,5021883,787.833333,1567.416667,1100.134412,103.797686,"inter",1203.932098,996.336726,"NA_8","Nearctic","Temperate Grasslands, Savannas & Shrublands",3096877.65556798
49,14231614,10.416667,2186.545455,1314.711245,164.384751,"inter",1479.095996,1150.326494,"NA_11","Nearctic","Tundra",4253620.780699
50,173991,859.416667,1673.416667,1134.734263,90.574814,"inter",1225.309077,1044.159449,"NA_12","Nearctic","Mediterranean Forests, Woodlands & Scrub",121539.999692215
51,3294261,645.416667,1817,1147.044834,147.235872,"inter",1294.280706,999.808962,"NA_13","Nearctic","Deserts & Xeric Shrublands",2324734.02781372
52,1517251,585.583333,1837.916667,1084.020757,157.144088,"inter",1241.164845,926.876669,"NA_98","Nearctic","Lake",875775.204944069
53,79364280,0,3105.285714,990.797407,371.200703,"inter",1361.99811,619.596704,"NA_99","Nearctic","Rock & Ice",8632669.43482529
54,11000629,38.333333,1681.666667,934.267241,167.517158,"inter",1101.784399,766.750083,"NT_1","Neotropics","Tropical & Subtropical Moist Broadleaf Forests",9277768.86643515
55,1386714,243.5,1601,1098.169398,141.090432,"inter",1239.25983,957.078966,"NT_2","Neotropics","Tropical & Subtropical Dry Broadleaf Forests",1144758.86402722
56,399192,225.666667,1600.916667,1108.762588,153.423524,"inter",1262.186112,955.339064,"NT_3","Neotropics","Tropical & Subtropical Coniferous Forests",327610.676518667
57,690956,0,1662.666667,947.989047,210.844444,"inter",1158.833491,737.144603,"NT_4","Neotropics","Temperate Broadleaf & Mixed Forests",413198.920570835
58,4946417,329.166667,1905.416667,1095.478777,116.02454,"inter",1211.503317,979.454237,"NT_7","Neotropics","Tropical & Subtropical Grasslands, Savannas & Shrublands",3993853.751848
59,2478959,103.75,1498.416667,1068.115522,82.699325,"inter",1150.814847,985.416197,"NT_8","Neotropics","Temperate Grasslands, Savannas & Shrublands",1629667.51758279
60,340291,505.5,1470.166667,1119.569904,84.798362,"inter",1204.368266,1034.771542,"NT_9","Neotropics","Flooded Grasslands & Savannas",270985.872744574
61,1103938,12.166667,3327.75,1054.226956,236.084761,"inter",1290.311717,818.142195,"NT_10","Neotropics","Montane Grasslands & Shrublands",874747.377543077
62,203097,375.5,1544.833333,819.723859,241.000597,"inter",1060.724456,578.723262,"NT_12","Neotropics","Mediterranean Forests, Woodlands & Scrub",148840.281162682
63,1401083,137.916667,1873.416667,1065.909943,198.051651,"inter",1263.961594,867.858292,"NT_13","Neotropics","Deserts & Xeric Shrublands",1178910.87764069
64,151413,390.416667,1649.166667,1082.700775,152.086183,"inter",1234.786958,930.614592,"NT_14","Neotropics","Mangroves",125626.572163706
65,9721,777.333333,1232.916667,1020.343689,73.249829,"inter",1093.593518,947.09386,"NT_98","Neotropics","Lake",8033.35708767562
66,31283,0,1202.5,440.403006,295.954034,"inter",736.35704,144.448972,"NT_99","Neotropics","Rock & Ice",17425.9514544645
67,35354,348.666667,2761.333333,1041.552797,220.28472,"inter",1261.837517,821.268077,"OC_1","Oceania","Tropical & Subtropical Moist Broadleaf Forests",29041.4567475314
68,18023,411.666667,1872.75,1156.40311,208.773589,"inter",1365.176699,947.629521,"OC_2","Oceania","Tropical & Subtropical Dry Broadleaf Forests",14716.7680716168
69,4200,562.5,1959.416667,1442.52746,216.155191,"inter",1658.682651,1226.372269,"OC_7","Oceania","Tropical & Subtropical Grasslands, Savannas & Shrublands",3397.20486338822
1,4109912,39.300995,3417.461661,1074.350608,594.353057,"intra",1668.703665,479.997551,"AT_1","Afrotropics","Tropical & Subtropical Moist Broadleaf Forests",3493131.82776895
2,236635,551.408335,3460.927543,2346.422486,497.606032,"intra",2844.028518,1848.816454,"AT_2","Afrotropics","Tropical & Subtropical Dry Broadleaf Forests",195296.351029083
3,16678175,108.137539,3552.011219,1910.229716,717.689289,"intra",2627.919005,1192.540427,"AT_7","Afrotropics","Tropical & Subtropical Grasslands, Savannas & Shrublands",14012152.6144706
4,32718,201.122004,1533.408552,719.554507,151.441497,"intra",870.996004,568.11301,"AT_8","Afrotropics","Temperate Grasslands, Savannas & Shrublands",25842.0842717302
5,547700,186.243405,3446.531488,2034.767785,648.186585,"intra",2682.95437,1386.5812,"AT_9","Afrotropics","Flooded Grasslands & Savannas",458825.014149343
6,1082136,28.484313,3654.361703,1771.946651,562.082295,"intra",2334.028946,1209.864356,"AT_10","Afrotropics","Montane Grasslands & Shrublands",864245.767747328
7,133341,196.512992,1704.915592,733.74194,334.767545,"intra",1068.509485,398.974395,"AT_12","Afrotropics","Mediterranean Forests, Woodlands & Scrub",95863.7234657234
8,3035409,114.441596,3536.912761,1234.238527,631.338931,"intra",1865.577458,602.899596,"AT_13","Afrotropics","Deserts & Xeric Shrublands",2408177.6913716
9,90957,135.613756,2999.462932,1531.371957,610.089884,"intra",2141.461841,921.282073,"AT_14","Afrotropics","Mangroves",76880.1227050211
10,182688,352.218295,3255.841812,1594.539178,708.04143,"intra",2302.580608,886.497748,"AT_98","Afrotropics","Lake",155945.223326255
11,15250247,61.12253,3763.246338,1715.173868,754.647912,"intra",2469.82178,960.525956,"AN_11","Antarctic","Tundra",3224184.7464844
12,1358169,16.364226,2542.95327,562.614632,326.536087,"intra",889.150719,236.078545,"AA_1","Australasia","Tropical & Subtropical Moist Broadleaf Forests",1160342.82886843
13,104288,65.686584,2921.686669,1671.88031,561.658037,"intra",2233.538347,1110.222273,"AA_2","Australasia","Tropical & Subtropical Dry Broadleaf Forests",88348.3176177127
14,1060843,109.602139,1548.587986,730.970329,266.940707,"intra",997.911036,464.029622,"AA_4","Australasia","Temperate Broadleaf & Mixed Forests",736810.28289232
15,2670428,191.486589,3137.696318,1977.517934,536.539952,"intra",2514.057886,1440.977982,"AA_7","Australasia","Tropical & Subtropical Grasslands, Savannas & Shrublands",2170611.10563935
16,865493,78.642266,1579.907619,804.847247,231.715539,"intra",1036.562786,573.131708,"AA_8","Australasia","Temperate Grasslands, Savannas & Shrublands",631022.582964559
17,99967,22.030798,1972.541667,625.080126,320.472799,"intra",945.552925,304.607327,"AA_10","Australasia","Montane Grasslands & Shrublands",67647.4404677671
18,1630,98.160197,411.106452,221.100333,49.356197,"intra",270.45653,171.744136,"AA_11","Australasia","Tundra",876.391879628791
19,1113014,216.856659,2096.679212,964.369893,269.264245,"intra",1233.634138,695.105648,"AA_12","Australasia","Mediterranean Forests, Woodlands & Scrub",805435.726597712
20,4626700,249.093812,2418.320792,1008.430978,416.436896,"intra",1424.867874,591.994082,"AA_13","Australasia","Deserts & Xeric Shrublands",3580111.63052413
21,31421,109.789744,1686.376344,592.308492,242.168266,"intra",834.476758,350.140226,"AA_14","Australasia","Mangroves",26884.7535125501
22,6661401,42.331663,3933.79672,1711.860259,989.945713,"intra",2701.805972,721.914546,"IM_1","IndoMalay","Tropical & Subtropical Moist Broadleaf Forests",5422854.37209134
23,1886721,365.908914,3940.06795,2671.35221,742.016463,"intra",3413.368673,1929.335747,"IM_2","IndoMalay","Tropical & Subtropical Dry Broadleaf Forests",1531782.59191699
24,127677,112.956951,3322.165708,1994.354618,629.324257,"intra",2623.678875,1365.030361,"IM_3","IndoMalay","Tropical & Subtropical Coniferous Forests",95956.3882790413
25,200216,305.339491,3282.081642,1783.802612,486.82553,"intra",2270.628142,1296.977082,"IM_4","IndoMalay","Temperate Broadleaf & Mixed Forests",149970.345753284
26,90962,50.468937,3413.665544,1815.123837,667.938504,"intra",2483.062341,1147.185333,"IM_5","IndoMalay","Temperate Conifer Forests",67304.1093393582
27,45388,991.3595,3215.583659,2531.74876,201.348425,"intra",2733.097185,2330.400335,"IM_7","IndoMalay","Tropical & Subtropical Grasslands, Savannas & Shrublands",34651.8762386551
28,35520,1779.170406,3695.451635,2959.279077,309.667882,"intra",3268.946959,2649.611195,"IM_9","IndoMalay","Flooded Grasslands & Savannas",27965.061625446
29,5088,57.328929,995.599302,383.602005,156.643249,"intra",540.245254,226.958756,"IM_10","IndoMalay","Montane Grasslands & Shrublands",4348.58030785199
30,1396261,688.897582,3960.129348,2450.298552,739.78823,"intra",3190.086782,1710.510322,"IM_13","IndoMalay","Deserts & Xeric Shrublands",1089110.26176248
31,142941,157.319016,3796.963559,1982.372356,1079.366627,"intra",3061.738983,903.005729,"IM_14","IndoMalay","Mangroves",119125.2374617
32,666166,128.051836,2883.986346,1088.787003,762.719051,"intra",1851.506054,326.067952,"PA_1","Palearctic","Tropical & Subtropical Moist Broadleaf Forests",511013.17083952
33,14778591,0,3621.871318,990.602717,375.308048,"intra",1365.910765,615.294669,"PA_4","Palearctic","Temperate Broadleaf & Mixed Forests",8693080.70914956
34,2891794,0,3590.928633,1129.398699,548.18562,"intra",1677.584319,581.213079,"PA_5","Palearctic","Temperate Conifer Forests",1713206.30862659
35,24585235,51.699892,3467.089081,1178.854369,316.384178,"intra",1495.238547,862.470191,"PA_6","Palearctic","Boreal Forests/Taiga",9974753.84803102
36,8286176,141.597461,3462.611393,1127.388108,434.008219,"intra",1561.396327,693.379889,"PA_8","Palearctic","Temperate Grasslands, Savannas & Shrublands",4720739.03932887
37,526657,194.970141,2202.085339,1210.080176,322.074165,"intra",1532.154341,888.006011,"PA_9","Palearctic","Flooded Grasslands & Savannas",338367.403951761
38,4899545,0,3576.275499,1337.543041,439.882984,"intra",1777.426025,897.660057,"PA_10","Palearctic","Montane Grasslands & Shrublands",3392431.64470598
39,13143262,80.477128,3630.781036,1480.289723,450.345417,"intra",1930.63514,1029.944306,"PA_11","Palearctic","Tundra",4057181.56827342
40,3015613,163.065032,3598.377828,1438.703455,475.155794,"intra",1913.859249,963.547661,"PA_12","Palearctic","Mediterranean Forests, Woodlands & Scrub",2055581.75529756
41,24050470,85.783378,9842.669161,1023.087517,468.455412,"intra",1491.542929,554.632105,"PA_13","Palearctic","Deserts & Xeric Shrublands",17403596.330573
42,67273,443.179422,2208.868955,1095.387988,336.480269,"intra",1431.868257,758.907719,"NA_2","Nearctic","Tropical & Subtropical Dry Broadleaf Forests",51094.6339654442
43,375006,280.238683,3004.05477,1562.212856,437.807661,"intra",2000.020517,1124.405195,"NA_3","Nearctic","Tropical & Subtropical Coniferous Forests",289049.53675497
44,4419312,112.452279,2373.888805,668.247014,242.205911,"intra",910.452925,426.041103,"NA_4","Nearctic","Temperate Broadleaf & Mixed Forests",2842611.26278819
45,3848773,126.084718,2967.152705,989.600647,506.151412,"intra",1495.752059,483.449235,"NA_5","Nearctic","Temperate Conifer Forests",2306573.43922857
46,11172313,14.792504,2746.417847,944.853396,273.877082,"intra",1218.730478,670.976314,"NA_6","Nearctic","Boreal Forests/Taiga",5103136.38558615
47,107349,301.599775,1415.386324,683.143962,160.799385,"intra",843.943347,522.344577,"NA_7","Nearctic","Tropical & Subtropical Grasslands, Savannas & Shrublands",80803.054655962
48,5021883,210.589792,2466.242786,786.748906,317.740383,"intra",1104.489289,469.008523,"NA_8","Nearctic","Temperate Grasslands, Savannas & Shrublands",3096877.65556798
49,14231614,15.588457,3364.698582,1313.990585,449.279334,"intra",1763.269919,864.711251,"NA_11","Nearctic","Tundra",4253620.780699
50,173991,317.694679,2309.695093,1488.775201,357.456343,"intra",1846.231544,1131.318858,"NA_12","Nearctic","Mediterranean Forests, Woodlands & Scrub",121539.999692215
51,3294261,223.703131,3009.88683,1006.273793,394.550878,"intra",1400.824671,611.722915,"NA_13","Nearctic","Deserts & Xeric Shrublands",2324734.02781372
52,1517251,209.634946,3621.966777,1598.618651,531.747636,"intra",2130.366287,1066.871015,"NA_98","Nearctic","Lake",875775.204944069
53,79364280,0,4193.45712,2463.763415,952.787073,"intra",3416.550488,1510.976342,"NA_99","Nearctic","Rock & Ice",8632669.43482529
54,11000629,0,3097.090096,1105.645213,592.828744,"intra",1698.473957,512.816469,"NT_1","Neotropics","Tropical & Subtropical Moist Broadleaf Forests",9277768.86643515
55,1386714,89.010171,3357.31387,1444.849518,621.398854,"intra",2066.248372,823.450664,"NT_2","Neotropics","Tropical & Subtropical Dry Broadleaf Forests",1144758.86402722
56,399192,62.943638,3308.669534,1626.095495,648.970112,"intra",2275.065607,977.125383,"NT_3","Neotropics","Tropical & Subtropical Coniferous Forests",327610.676518667
57,690956,0,3411.628377,871.133562,612.114032,"intra",1483.247594,259.01953,"NT_4","Neotropics","Temperate Broadleaf & Mixed Forests",413198.920570835
58,4946417,82.998174,3038.710356,1453.696339,713.484383,"intra",2167.180722,740.211956,"NT_7","Neotropics","Tropical & Subtropical Grasslands, Savannas & Shrublands",3993853.751848
59,2478959,47.065718,3151.533129,774.842963,297.528727,"intra",1072.37169,477.314236,"NT_8","Neotropics","Temperate Grasslands, Savannas & Shrublands",1629667.51758279
60,340291,169.977539,2446.815015,1274.691285,598.539323,"intra",1873.230608,676.151962,"NT_9","Neotropics","Flooded Grasslands & Savannas",270985.872744574
61,1103938,0,3814.615299,1449.442002,731.797056,"intra",2181.239058,717.644946,"NT_10","Neotropics","Montane Grasslands & Shrublands",874747.377543077
62,203097,178.868222,3599.196024,1136.225747,525.98608,"intra",1662.211827,610.239667,"NT_12","Neotropics","Mediterranean Forests, Woodlands & Scrub",148840.281162682
63,1401083,60.721171,3790.395265,1319.804464,671.180898,"intra",1990.985362,648.623566,"NT_13","Neotropics","Deserts & Xeric Shrublands",1178910.87764069
64,151413,77.886086,2944.327376,1057.79866,518.046013,"intra",1575.844673,539.752647,"NT_14","Neotropics","Mangroves",125626.572163706
65,9721,842.57797,2669.750804,1743.295976,393.616518,"intra",2136.912494,1349.679458,"NT_98","Neotropics","Lake",8033.35708767562
66,31283,0,1234.824831,210.383098,173.007916,"intra",383.391014,37.375182,"NT_99","Neotropics","Rock & Ice",17425.9514544645
67,35354,87.013409,1654.528267,573.803603,237.62044,"intra",811.424043,336.183163,"OC_1","Oceania","Tropical & Subtropical Moist Broadleaf Forests",29041.4567475314
68,18023,157.905874,1699.542496,809.95923,199.745392,"intra",1009.704622,610.213838,"OC_2","Oceania","Tropical & Subtropical Dry Broadleaf Forests",14716.7680716168
69,4200,271.93532,1390.805903,788.9215,191.417165,"intra",980.338665,597.504335,"OC_7","Oceania","Tropical & Subtropical Grasslands, Savannas & Shrublands",3397.20486338822
1,4109912,0,655,98.815481,94.625803,"seasconc",193.441284,4.189678,"AT_1","Afrotropics","Tropical & Subtropical Moist Broadleaf Forests",3493131.82776895
2,236635,32,589,368.379086,89.439779,"seasconc",457.818865,278.939307,"AT_2","Afrotropics","Tropical & Subtropical Dry Broadleaf Forests",195296.351029083
3,16678175,0,749,271.429291,133.486423,"seasconc",404.915714,137.942868,"AT_7","Afrotropics","Tropical & Subtropical Grasslands, Savannas & Shrublands",14012152.6144706
4,32718,1,316,150.097408,66.204022,"seasconc",216.30143,83.893386,"AT_8","Afrotropics","Temperate Grasslands, Savannas & Shrublands",25842.0842717302
5,547700,1,585,293.705976,135.70332,"seasconc",429.409296,158.002656,"AT_9","Afrotropics","Flooded Grasslands & Savannas",458825.014149343
6,1082136,0,647,247.223377,97.537208,"seasconc",344.760585,149.686169,"AT_10","Afrotropics","Montane Grasslands & Shrublands",864245.767747328
7,133341,0,325,126.108789,89.410306,"seasconc",215.519095,36.698483,"AT_12","Afrotropics","Mediterranean Forests, Woodlands & Scrub",95863.7234657234
8,3035409,0,683,273.499878,149.327149,"seasconc",422.827027,124.172729,"AT_13","Afrotropics","Deserts & Xeric Shrublands",2408177.6913716
9,90957,3,570,179.94117,114.936267,"seasconc",294.877437,65.004903,"AT_14","Afrotropics","Mangroves",76880.1227050211
10,182688,0,514,199.029121,149.128408,"seasconc",348.157529,49.900713,"AT_98","Afrotropics","Lake",155945.223326255
11,29822,0,108,29.305244,18.862532,"seasconc",48.167776,10.442712,"AN_11","Antarctic","Tundra",3224184.7464844
12,1358169,0,340,38.595192,36.067214,"seasconc",74.662406,2.527978,"AA_1","Australasia","Tropical & Subtropical Moist Broadleaf Forests",1160342.82886843
13,104288,0,429,170.802643,83.353856,"seasconc",254.156499,87.448787,"AA_2","Australasia","Tropical & Subtropical Dry Broadleaf Forests",88348.3176177127
14,1060843,0,195,71.731045,43.866134,"seasconc",115.597179,27.864911,"AA_4","Australasia","Temperate Broadleaf & Mixed Forests",736810.28289232
15,2670428,0,574,332.391602,108.309019,"seasconc",440.700621,224.082583,"AA_7","Australasia","Tropical & Subtropical Grasslands, Savannas & Shrublands",2170611.10563935
16,865493,0,273,101.264578,61.946345,"seasconc",163.210923,39.318233,"AA_8","Australasia","Temperate Grasslands, Savannas & Shrublands",631022.582964559
17,99967,0,183,52.24203,32.673207,"seasconc",84.915237,19.568823,"AA_10","Australasia","Montane Grasslands & Shrublands",67647.4404677671
18,1630,0,26,9.934969,4.532883,"seasconc",14.467852,5.402086,"AA_11","Australasia","Tundra",876.391879628791
19,1113014,0,271,139.417128,47.108827,"seasconc",186.525955,92.308301,"AA_12","Australasia","Mediterranean Forests, Woodlands & Scrub",805435.726597712
20,4626700,0,479,212.250291,117.034495,"seasconc",329.284786,95.215796,"AA_13","Australasia","Deserts & Xeric Shrublands",3580111.63052413
21,31421,0,163,37.827568,24.668058,"seasconc",62.495626,13.15951,"AA_14","Australasia","Mangroves",26884.7535125501
22,6661401,0,647,190.825428,147.74731,"seasconc",338.572738,43.078118,"IM_1","IndoMalay","Tropical & Subtropical Moist Broadleaf Forests",5422854.37209134
23,1886721,12,652,361.290436,157.44639,"seasconc",518.736826,203.844046,"IM_2","IndoMalay","Tropical & Subtropical Dry Broadleaf Forests",1531782.59191699
24,127677,5,479,226.010448,107.249031,"seasconc",333.259479,118.761417,"IM_3","IndoMalay","Tropical & Subtropical Coniferous Forests",95956.3882790413
25,200216,3,482,183.36578,77.853452,"seasconc",261.219232,105.512328,"IM_4","IndoMalay","Temperate Broadleaf & Mixed Forests",149970.345753284
26,90962,3,471,177.960533,102.936289,"seasconc",280.896822,75.024244,"IM_5","IndoMalay","Temperate Conifer Forests",67304.1093393582
27,45388,75,451,339.933969,49.544644,"seasconc",389.478613,290.389325,"IM_7","IndoMalay","Tropical & Subtropical Grasslands, Savannas & Shrublands",34651.8762386551
28,35520,139,655,500.852703,99.452459,"seasconc",600.305162,401.400244,"IM_9","IndoMalay","Flooded Grasslands & Savannas",27965.061625446
29,5088,0,82,25.466588,13.466442,"seasconc",38.93303,12.000146,"IM_10","IndoMalay","Montane Grasslands & Shrublands",4348.58030785199
30,1396261,37,670,357.544433,151.766526,"seasconc",509.310959,205.777907,"IM_13","IndoMalay","Deserts & Xeric Shrublands",1089110.26176248
31,142941,2,668,229.979845,167.218598,"seasconc",397.198443,62.761247,"IM_14","IndoMalay","Mangroves",119125.2374617
32,666166,0,355,101.967362,95.121434,"seasconc",197.088796,6.845928,"PA_1","Palearctic","Tropical & Subtropical Moist Broadleaf Forests",511013.17083952
33,14778591,0,536,101.377444,75.333532,"seasconc",176.710976,26.043912,"PA_4","Palearctic","Temperate Broadleaf & Mixed Forests",8693080.70914956
34,2890195,0,489,113.654735,84.039288,"seasconc",197.694023,29.615447,"PA_5","Palearctic","Temperate Conifer Forests",1713206.30862659
35,23673982,0,473,110.497614,54.714842,"seasconc",165.212456,55.782772,"PA_6","Palearctic","Boreal Forests/Taiga",9974753.84803102
36,8286176,0,581,135.175822,98.200402,"seasconc",233.376224,36.97542,"PA_8","Palearctic","Temperate Grasslands, Savannas & Shrublands",4720739.03932887
37,526556,1,569,228.217553,127.854972,"seasconc",356.072525,100.362581,"PA_9","Palearctic","Flooded Grasslands & Savannas",338367.403951761
38,4899545,0,551,162.121142,85.372609,"seasconc",247.493751,76.748533,"PA_10","Palearctic","Montane Grasslands & Shrublands",3392431.64470598
39,6336055,0,483,126.142742,68.552826,"seasconc",194.695568,57.589916,"PA_11","Palearctic","Tundra",4057181.56827342
40,3015613,0,574,213.63042,99.156011,"seasconc",312.786431,114.474409,"PA_12","Palearctic","Mediterranean Forests, Woodlands & Scrub",2055581.75529756
41,24020848,0,636,261.619215,132.641128,"seasconc",394.260343,128.978087,"PA_13","Palearctic","Deserts & Xeric Shrublands",17403596.330573
42,67273,1,279,122.875046,48.438087,"seasconc",171.313133,74.436959,"NA_2","Nearctic","Tropical & Subtropical Dry Broadleaf Forests",51094.6339654442
43,375006,0,355,190.600748,61.41074,"seasconc",252.011488,129.190008,"NA_3","Nearctic","Tropical & Subtropical Coniferous Forests",289049.53675497
